ASIN,BBR,offer_changed_notification_id
B000KKELM8,0.019395332018408942,227614978.0
B000KKR8PU,0.1525694877505568,227588555.0
B000KKWYCW,0.09169307958477509,227549405.0
B000KL5FP4,0.39777171037363657,227612792.0
B000KL6P6M,0.05132161741835148,227592126.0
B000KNHRG2,0.10042576271186442,227614939.0
B000KOQ9EW,0.18749400000000002,227608632.0
B000KOTXSQ,0.26316147816349383,227598925.0
B000L8EEPS,0.06582263313609468,227613720.0
B000LECAGM,0.24256666666666668,227611452.0
B000LNS9AE,0.370308125,227262231.0
B000LNUTDY,0.0,227611605.0
B000LP4RMG,0.008264848484848484,227613033.0
B000LP4RMQ,0.2507255102040816,227596325.0
B000LZRKFC,0.0,227606865.0
B000M2QYIS,0.03337843388960205,227554489.0
B000MBUOOO,0.8095775567457281,227604348.0
B000MCEL1K,0.07856997755331088,227554652.0
B000MCGF1O,0.0,227543684.0
B000MCKAHE,0.03321660839160839,227596327.0
B000MCXOPO,0.004701735985533454,227486645.0
B000MCXOR2,0.11820726872246697,227451043.0
B000MLG484,0.27706535234899327,227401980.0
B000MOHJN0,0.23767942028985506,227608950.0
B000MOIWWM,0.0,227607903.0
B000MOIWWW,0.0030069470521967706,227614808.0
B000MOL2GU,0.11985535663808537,227608612.0
B000MOM7KK,0.0,227610418.0
B000MPQ2S2,0.0,227611645.0
B000MQX1HG,0.1002329181494662,227606546.0
B000MT74YY,0.0,227610200.0
B000MT94QA,0.00044147720437868397,227610936.0
B000MTI0GA,0.0,227608705.0
B000MVGTO8,0.9129274406332454,227470105.0
B000N5T0T4,0.2018635109114249,227596371.0
B000N5UW8M,0.11290126728110599,227542584.0
B000N8JW4O,0.8908514749262537,227250103.0
B000ND1Y4A,0.0,227606126.0
B000NMH6WA,0.05040073170731707,227614870.0
B000NNM4BW,0.11237606203641268,227584388.0
B000NZZG3S,0.0,227598408.0
B000O3XT4W,0.3651372807017544,227601418.0
B000O50VEQ,0.002217159763313609,227601736.0
B000O622LA,0.0,227564672.0
B000O640K6,0.0,227494531.0
B000OA7UR2,0.015163971119133576,227566532.0
B000OQ21KM,0.25450459770114936,227494425.0
B000OQ3Y62,0.006853200735417016,227569275.0
B000OV0X4S,0.0,227600867.0
B000OW9EUG,0.5966787009063445,227596804.0
B000OW9G1I,0.0016861720067453624,227088349.0
B000OWD52E,0.3265877192982456,227609592.0
B000P5A4R4,0.0,227612004.0
B000P7BMR8,0.0,227479090.0
B000P9D062,0.17539176356589148,227239551.0
B000P9YEDU,0.3781750464972102,227390667.0
B000PDO3NM,0.4968209523809524,227605386.0
B000PEOMC8,0.0,227611707.0
B000PGOPBO,0.9429027827972534,227614428.0
B000PGOPC8,0.9926792314730101,227610362.0
B000PGOPRS,0.9836222308892355,227573851.0
B000PGOPS2,0.9568303383897316,227613916.0
B000PGRXR2,0.7946263108614232,227613152.0
B000PGS358,0.6391518234165068,227534856.0
B000PIQTL6,0.0,227306876.0
B000PK4SKS,0.07479666283084005,227437352.0
B000PS9XMI,0.0,227535465.0
B000PSBAS8,0.0,227493652.0
B000Q9GCYI,0.562937937062937,227594072.0
B000QDHENM,0.0,227597985.0
B000QHFCNC,0.0,227566345.0
B000QJ2X0A,0.3601062735257215,227584886.0
B000QJ9EU2,0.0,227614241.0
B000QJETYS,0.026351796837565885,227614788.0
B000QWE7JC,0.0,227588507.0
B000QYIZFW,0.5289766129032258,227594185.0
B000R11G2I,0.5625900962861072,227597441.0
B000RAL9MQ,0.9787745283018868,227362988.0
B000RI66PI,0.20060995405819296,227318705.0
B000RL3UJA,0.04776263308612967,227611062.0
B000RZCI2G,0.023657114697548356,227580150.0
B000RZDQM2,0.0,227614911.0
B000S6LFMI,0.46207003765465304,227614739.0
B000SKWON8,0.03752977481234362,227611806.0
B000SL0A56,0.34748759776536314,227514442.0
B000SL0A6A,0.5237596412556054,227602688.0
B000SL0KB0,0.003656400877834675,227496238.0
B000SQ32MY,0.0,227610314.0
B000TKDQ5C,0.0,227607905.0
B000TKHLA8,0.0,227615133.0
B000TM4CWG,0.0,227382185.0
B000TM8K74,0.11192617190598311,227604430.0
B000TM8K7E,0.0,227612227.0
B000TTSXNI,0.047809567562761196,227611630.0
B000U9WXEC,0.04973646634055439,227436396.0
B000UGRD6S,0.006128731343283582,227557485.0
B000UJVC3U,0.8863800988002823,227612847.0
B000URPEX6,0.0,227608936.0
B000UTZ740,0.0848579634464752,227595673.0
B000UU4YC0,0.5571970479704798,227538906.0
B000UUBRYI,0.25529618413905486,227614713.0
B000UV57DE,0.0,227613733.0
B000UVHAU2,0.0,227611925.0
B000UVPX9M,0.3191040449438203,227552481.0
B000V1T28Y,0.9142909243697479,227613149.0
B000V89QTM,0.0,227614961.0
B000VAFN60,0.0,227563474.0
B000VAKXVA,0.022774538366844482,227589482.0
B000VBGZEI,0.0,227596498.0
B000VE6L80,0.0,227582574.0
B000VETBSM,0.4218245801968732,227576053.0
B000VI6UPK,0.47707936962750713,227608233.0
B000VI8WOM,0.0,227614201.0
B000VIE44O,0.03928686759956943,227613263.0
B000VPBL1Q,0.0,227607918.0
B000VS4K7K,0.2507601515151515,227414551.0
B000VSCA7C,0.0,227466105.0
B000VTQDL0,0.9010708556149732,227381465.0
B000VTRKOE,0.7157790983606557,227605079.0
B000VTRKOY,0.9875683836589698,227530561.0
B000VTTCZE,0.9727303636363637,227614421.0
B000VTVE6Y,0.7834456012493493,227593986.0
B000VYFGLS,0.9073525559105431,227544693.0
B000VYSX04,0.19811264150943397,227609142.0
B000VYZ0ZK,0.012779552715654952,227607965.0
B000VZRUIO,0.0,227611233.0
B000W09NYM,0.04919558232931726,227608163.0
B000W6900S,0.8658916279069767,227583945.0
B000W690BC,0.6050936305732484,227579207.0
B000WA8GYA,0.1472834592145015,227594187.0
B000WECOGC,0.0,227596605.0
B000WFKX6Y,0.9416265071770336,227599368.0
B000WQZD9U,0.0,227612751.0
B000XFTKUI,0.019158977998580552,227607795.0
B000XFUD40,0.0035662079510703367,227604341.0
B000XFVB96,0.0,227593978.0
B000XFX6TY,0.766035872825435,227592709.0
B000XK3K36,0.5706628797886394,227312348.0
B000XO2RV8,0.881313817841547,227569480.0
B000XS3EHA,0.15529418111753374,227418436.0
B000Y1BE6Y,0.9358787301587301,227525504.0
B000Y1BTUA,0.05430225563909774,227523533.0
B000Y22BBA,0.15458695495495495,227591339.0
B000Y4ZTFS,0.0,227607571.0
B000YIYNSI,0.5204158693115519,227550093.0
B000ZB9474,0.24896749654218533,227338920.0
B000ZKZJMY,0.04434471290505969,227483506.0
B000ZL182I,0.0,227583537.0
B000ZOCVEO,0.0,227611802.0
B000ZOPXG2,0.1703971393034826,227582353.0
B00101V1S8,0.01897379487179487,227611141.0
B001022GRM,0.09034777227722773,227572400.0
B0010IK47K,0.8259278951201748,227200041.0
B0010X6YEW,0.0,227601480.0
B00116QQ5K,0.0,227597434.0
B0011MSP7G,0.37391577639751555,227582879.0
B0011O0YDW,0.04844270452217181,227614133.0
B0011Z5ZNK,0.4304685562444642,227604788.0
B0012BNX2I,0.009092121212121213,227469465.0
B0012MEZKG,0.3813616911130285,227413183.0
B0012TJI8S,0.8308172695449241,227595562.0
B0012TP4PE,0.0,227340920.0
B00132CG2E,0.0,227471698.0
B00132CG4M,0.7050070874565392,227614024.0
B0013AC23Y,0.9371548983364141,227531834.0
B0013C7ICC,0.6669909528392686,227614863.0
B0013CC2SW,0.015428067597354884,227596538.0
B0013CHC3W,0.12103083038869258,227470005.0
B001443FY4,0.0011389521640091116,227599003.0
B001446LH2,0.030457278481012658,227598142.0
B00144MBWQ,0.935981592920354,227453830.0
B0014DU48K,0.0,227612093.0
B0014FKGJ0,0.2210756476683938,227550689.0
B0014GB44K,0.13774214876033058,227612205.0
B0014L6OUE,0.0,227614588.0
B001588IUK,0.0,227596276.0
B0015A11U2,0.09619546568627452,227539503.0
B0015AZPHW,0.13819060819197354,227315807.0
B0015SBOV0,0.39181944366787813,227604829.0
B00162NSBO,0.402987141216992,227602825.0
B00162PRTA,0.6525414259927798,227610665.0
B00166ES9G,0.0,227614233.0
B001684M90,0.04668990963855422,227525604.0
B00169CU66,0.5021520214669052,227564032.0
B00169SN6M,0.37582050377833753,227614001.0
B00169V99K,0.0,227596459.0
B0016I4KN8,0.03345075479396165,227613322.0
B0016I60PE,0.014959513791491349,227613264.0
B0016I8FR0,0.083634,227612622.0
B0016JHHQO,0.9947447460595445,227382246.0
B0016KJ5MC,0.08711178358551123,227590111.0
B0016P8RQ2,0.0,227601474.0
B00177BQC6,0.22396780402449692,227589906.0
B00177FIJ8,0.02071257275173665,227515853.0
B00177J4JS,0.03481096120837625,227605222.0
B00178M0EI,0.31570852407261246,227610460.0
B0017JGTL2,0.0,227599854.0
B0017T3P28,0.8518157998037291,227587429.0
B0017T3P3C,0.0,227607324.0
B0017T7WHW,0.02266594711279007,227611909.0
B0018D4658,0.013385676037483267,227614015.0
B0018XVK0C,0.017048295454545455,227522796.0
B0018Y4T40,0.031201843971631206,227590686.0
B00194D6ZW,0.0,227580132.0
B0019CPKRG,0.9029846781504985,227291522.0
B001AAT94W,0.09620505503465145,227563230.0
B001AH5AXY,0.16326377551020407,227589554.0
B001AMQ7JU,0.9290886262924668,227593475.0
B001ASRVDK,0.9529346568543556,227596176.0
B001ASTHJG,0.23583636363636365,227310717.0
B001ASZSVW,0.2290274357239513,227580346.0
B001AT3SCC,0.030800870262223754,227612916.0
B001ATBBWG,0.08353058823529412,227476487.0
B001AV5ZHG,0.0,227120517.0
B001AXKOCA,0.0781265625,227429415.0
B001B1LE20,0.07058509803921569,227596662.0
B001B3SKN4,0.07844833191569794,227608563.0
B001B8HMKG,0.0,227611859.0
B001B8Y0H4,0.0,227602838.0
B001B969UY,0.1815516865079365,227337547.0
B001B9B5B2,0.9426547058823529,227586931.0
B001C81DO6,0.0,226397049.0
B001CB2BZS,0.9673523469387756,227588970.0
B001CCSJCQ,0.17580617206982546,227602486.0
B001CFRF7I,0.11260356770290006,227614805.0
B001CS5H0W,0.061536837606837605,227577839.0
B001CWX26Y,0.7914017134645147,227578735.0
B001CXXDBM,0.013606326530612245,227602754.0
B001CY13W2,0.05958536256323777,227580234.0
B001CZ9UY4,0.0,227586471.0
B001D1FU28,0.03855854311730048,227614946.0
B001D30PTY,0.08030645669291338,227551584.0
B001D78PCE,0.0,227549279.0
B001DACRCA,0.40903492063492064,227591614.0
B001DNIIUC,0.0,227609434.0
B001DNXK78,0.0004024879614767255,227609693.0
B001DO35EU,0.048339350453172204,227608605.0
B001DRNLE6,0.1422364030088899,227587680.0
B001DXAVTS,0.24066789044289044,227596329.0
B001DXDAAA,0.07706217162872153,227419488.0
B001DZNC8S,0.01952057057057057,227505321.0
B001E029MW,0.0,227493548.0
B001E8KUIY,0.0,227586282.0
B001E8O5QM,0.15046165137614678,227559348.0
B001E8QMS6,0.0,227561149.0
B001EKS1T2,0.17190611570247932,227536051.0
B001EOV4NS,0.0,227444937.0
B001EP292C,0.14782154942119324,227612619.0
B001ES8X9M,0.0,227275337.0
B001EV6JKO,0.008954669817186917,227560213.0
B001EY9QI8,0.0026729946524064177,227474107.0
B001EYBNFW,0.002960059171597634,227580217.0
B001EYFK1U,0.16281965660153938,227609604.0
B001EYIPLC,0.0,227604593.0
B001EZACH6,0.6750560033585222,227613285.0
B001F0IB14,0.49084370290635093,227589686.0
B001G4Z5J0,0.1587883068673953,227608195.0
B001G7Q1VS,0.0023807295796986518,227062013.0
B001GDAR12,0.0,227351427.0
B001GDG8TW,0.0014691629955947139,227230013.0
B001GNC8TG,0.020852622169249106,227613682.0
B001GS8NWM,0.002288634630053394,227585754.0
B001H494DC,0.03405543859649123,227594024.0
B001H9GQ5Q,0.04450321384425216,227462074.0
B001H9GRD2,0.0,227474453.0
B001HDIBKU,0.0,227608583.0
B001HWA3DY,0.0,226893707.0
B001HWELS2,0.23190084841628958,227606606.0
B001IH6W7O,0.1363632867132867,227477144.0
B001IH8Q0A,0.0,227582693.0
B001IV8IYA,0.6512225881415576,227612479.0
B001IWNDDA,0.30333641663427907,227604359.0
B001J1XWZ4,0.9089064890416846,227551369.0
B001JECAM2,0.28858741938257804,227600746.0
B001KA944M,0.27485570175438595,227614775.0
B001L5FQ0M,0.2503448132780083,227601442.0
B001LXOUMY,0.0,227611647.0
B001NDIZIM,0.5733877675840979,227612000.0
B001NFZB9Q,0.0,227523100.0
B001NIGMO6,0.0,227613905.0
B001NXC5AG,0.022815631067961167,227576817.0
B001O4HUH2,0.10779137603043754,227581137.0
B001O85S5O,0.9002715846994535,227426723.0
B001OENZG2,0.19352235387045813,227512967.0
B001OM2NGW,0.8901414597441686,227610598.0
B001OPR9WC,0.3431656830601093,227580974.0
B001OTLO2Y,0.7705482810164425,227564713.0
B001P2VV50,0.40819205807002557,227429381.0
B001P804E8,0.17181447876447875,227578764.0
B001P85I5I,0.21910407303370785,227578759.0
B001P85IZI,0.1401644135188867,227604047.0
B001P86SE8,0.04145564766839378,227597706.0
B001P86SP2,0.08720651996740016,227578633.0
B001P86T1U,0.16740516853932585,227578664.0
B001P88TOA,0.0,227578754.0
B001PIM3RO,0.014098472385428907,227614474.0
B001Q1W7P8,0.39027319587628867,227397345.0
B001Q3KTLA,0.7614150220913108,226983006.0
B001Q3M3KU,0.0,227586702.0
B001Q72ARC,0.0,227525650.0
B001Q98TNY,0.059519187358916474,227605268.0
B001QC31G6,0.0,227611702.0
B001QEZIXI,0.0034773913043478267,227477109.0
B001QFYYSC,0.023460938490805324,227614169.0
B001QFYYSM,0.01940888661899898,227596340.0
B001QOGKSA,0.0,227606561.0
